"id","age","sex","education","nfc01","nfc02","nfc03","nfc04","nfc05","nfc06","nfc07","nfc08","nfc09","nfc10","nfc11","nfc12","nfc13","nfc14","nfc15","nfc16","action_orientation","effortful_control","self_control"
715,28,"Female","Abitur",5,5,5,2,5,3,2,3,1,2,1,1,5,6,1,3,6,11,6
716,28,"Male","Abitur",4,3,2,4,3,6,6,7,4,6,4,4,2,1,3,2,11,-17,-12
718,25,"Male","Abitur",5,3,7,2,7,2,2,3,5,5,2,3,5,5,3,3,5,-3,-4
719,19,"Male","Abitur",6,6,6,1,7,3,3,3,1,1,3,1,5,4,3,4,20,41,11
721,24,"Male","Abitur",7,6,6,1,7,2,1,2,4,3,2,2,6,2,1,1,16,28,15
724,23,"Female","Abitur",6,4,1,1,7,5,1,1,1,1,2,1,5,4,2,2,13,21,13
727,29,"Female","Abitur",7,6,4,2,4,5,2,6,1,4,4,2,6,4,1,1,19,31,11
728,24,"Male","Abitur",6,5,5,2,7,3,2,3,5,5,2,5,3,4,1,3,6,3,-3
729,24,"Female","Abitur",4,5,3,3,5,3,2,5,5,5,3,2,4,2,5,5,7,-3,-8
730,21,"Female","Abitur",6,4,6,2,5,2,2,3,3,4,3,2,5,4,1,1,6,9,11
731,21,"Male","Abitur",7,6,7,1,7,3,1,3,2,2,2,2,7,5,1,1,18,30,23
734,29,"Male","Abitur",3,4,4,1,6,7,6,3,4,3,5,6,4,3,2,2,3,1,-8
736,23,"Male","Abitur",7,6,6,3,7,5,4,5,3,5,4,3,5,4,2,2,6,2,-1
737,28,"Male","Abitur",7,6,6,2,4,3,3,3,2,3,3,2,5,4,3,3,10,22,-6
739,25,"Female","Abitur",3,3,3,1,6,2,2,3,2,3,5,4,3,1,1,1,2,-8,-7
740,25,"Male","Abitur",6,4,3,3,7,4,5,2,5,7,2,3,4,5,2,3,10,-12,-9
741,20,"Female","Abitur",6,6,5,1,7,3,3,3,2,3,3,3,4,3,2,2,12,17,1
742,22,"Female","Abitur",6,5,3,1,7,4,3,3,3,3,4,5,4,4,2,2,13,11,13
743,29,"Female","Abitur",5,6,7,4,5,2,3,3,2,6,2,5,5,2,1,3,11,-1,4
744,26,"Female","Abitur",5,4,7,1,7,3,2,4,3,5,2,1,6,4,3,1,3,-28,-3
745,20,"Male","Abitur",7,7,5,3,6,6,3,4,5,3,7,6,1,1,2,2,5,-4,-10
746,34,"Female","Abitur",4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,15,0,0
748,41,"Male","Abitur",6,5,5,6,6,2,3,2,2,2,4,3,4,4,1,1,20,24,9
750,24,"Male","Abitur",5,5,5,5,5,6,3,4,2,4,3,2,4,4,2,3,2,-5,-1
751,25,"Female","Abitur",6,6,4,2,4,2,5,4,1,3,3,1,4,4,3,2,4,-2,-4
752,23,"Female","Abitur",6,4,5,2,7,4,2,3,2,5,1,2,4,5,2,5,6,6,0
753,37,"Female","Abitur",7,7,7,2,7,3,1,1,1,2,2,1,6,4,1,1,10,33,13
754,21,"Female","Abitur",5,4,4,4,7,4,4,6,1,6,2,2,4,1,3,3,9,-2,-5
756,23,"Male","Abitur",7,4,6,1,6,2,4,4,4,2,4,4,2,1,4,1,14,10,1
757,23,"Female","Abitur",6,4,1,2,3,2,4,3,1,2,1,1,4,4,2,2,13,2,3
759,22,"Female","Abitur",6,5,5,2,6,4,2,3,1,5,3,1,5,5,2,2,13,0,3
760,26,"Male","Abitur",7,5,4,2,4,3,3,1,2,2,2,2,5,7,3,3,12,4,-8
761,25,"Female","Abitur",5,6,5,3,5,6,3,6,6,3,4,6,3,4,3,3,9,13,4
762,20,"Male","Abitur",6,7,6,1,7,4,2,2,6,2,1,1,3,6,3,3,12,21,-2
763,28,"Male","Abitur",7,7,6,1,7,5,1,4,2,2,2,1,4,5,1,1,2,-9,-15
767,23,"Male","Abitur",6,4,5,2,5,1,2,4,3,3,2,1,2,3,3,5,12,3,7
771,22,"Female","Abitur",5,4,3,2,5,3,3,4,1,3,1,2,4,2,1,1,8,7,4
772,24,"Female","Other",6,3,2,3,5,2,3,3,3,6,1,3,3,5,1,1,11,0,-4
773,20,"Male","Abitur",6,7,5,1,7,2,1,2,2,2,2,2,4,4,2,2,8,23,9
775,22,"Male","Abitur",6,4,4,1,5,3,2,1,1,2,2,2,5,4,2,2,15,15,3
777,23,"Female","Abitur",5,5,2,1,5,2,1,1,1,1,1,1,1,1,2,1,14,16,12
779,24,"Male","Abitur",6,4,4,3,2,4,4,6,5,3,4,3,4,3,4,3,10,6,-3
781,20,"Female","Abitur",5,5,5,7,7,6,1,5,2,1,2,1,4,3,4,7,8,-2,0
782,20,"Male","Abitur",4,6,3,2,5,7,4,3,2,4,3,2,6,3,2,4,5,-6,-2
783,20,"Female","Abitur",3,3,3,4,3,5,5,5,4,6,5,5,4,3,3,3,8,-9,-7
785,24,"Female","Abitur",5,5,4,2,6,3,4,5,3,2,4,3,3,4,2,3,6,3,-3
786,26,"Male","Abitur",6,6,6,2,7,5,2,4,2,4,3,5,4,3,1,2,5,-11,-15
787,24,"Male","Abitur",6,5,6,1,6,3,2,6,5,3,4,1,5,5,2,1,8,-11,6
788,22,"Male","Abitur",5,5,5,5,5,3,4,3,2,2,3,3,5,2,2,3,15,1,0
792,25,"Female","Abitur",6,5,4,3,6,2,2,1,1,1,1,1,5,4,1,1,13,25,17
793,24,"Male","Abitur",5,2,2,6,5,6,5,6,4,5,5,5,4,4,3,2,8,12,0
795,23,"Male","Abitur",4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,18,3,0
796,32,"Male","Abitur",7,5,6,7,7,3,1,2,4,5,1,2,6,7,1,2,12,6,-10
801,23,"Female","Abitur",7,7,6,2,7,4,2,3,2,2,2,2,5,4,5,3,9,8,-1
802,21,"Male","Abitur",6,5,4,3,5,4,5,6,5,5,6,5,3,2,1,1,9,3,-10
803,26,"Female","Abitur",6,4,3,2,6,6,5,2,1,2,1,1,5,4,1,1,12,2,-1
804,22,"Female","Abitur",6,5,4,3,7,4,4,3,2,5,3,3,4,3,2,3,3,-1,-2
805,20,"Female","Abitur",6,5,4,2,6,6,2,3,1,2,1,1,4,4,2,2,10,6,4
807,24,"Female","Abitur",6,7,6,2,7,4,2,2,1,4,2,1,5,4,2,2,11,-4,2
808,25,"Female","Abitur",5,4,5,2,7,4,3,3,2,2,3,3,5,4,2,3,7,13,-9
809,23,"Male","Abitur",7,7,5,1,7,3,2,2,1,2,2,3,3,4,1,1,8,-12,-10
811,22,"Female","Abitur",2,2,2,5,2,4,4,6,6,5,5,2,2,2,3,3,8,8,-1
812,22,"Male","Abitur",7,7,7,1,7,4,1,2,1,1,1,1,6,6,1,1,23,35,10
813,32,"Male","Abitur",7,7,6,1,4,1,1,4,2,2,2,4,4,6,1,1,23,27,14
814,24,"Male","Abitur",6,6,6,1,5,4,1,1,5,1,1,1,5,6,1,1,16,20,2
818,19,"Male","Abitur",6,6,4,1,7,3,2,3,5,3,5,2,3,2,4,2,12,27,14
819,43,"Male","Abitur",7,5,6,1,7,3,1,1,1,1,1,1,4,4,1,1,6,0,-6
821,24,"Female","Abitur",4,3,4,5,6,4,4,5,5,4,5,5,3,1,4,5,12,13,8
822,22,"Female","Abitur",7,6,6,1,6,2,1,1,1,1,1,1,6,4,1,1,17,14,4
824,20,"Female","Abitur",5,3,1,2,6,6,4,5,2,3,4,2,3,1,2,2,8,-3,-8
825,19,"Female","Abitur",3,2,3,3,4,5,4,6,2,3,3,2,3,2,4,4,8,0,2
826,22,"Female","Abitur",6,5,5,3,6,5,3,3,2,3,2,3,5,4,3,4,14,-5,-1
827,25,"Male","Abitur",7,6,7,2,7,3,1,2,2,3,2,2,6,5,1,2,11,0,-5
828,22,"Female","Abitur",5,4,3,5,6,6,4,3,1,3,3,2,5,2,1,1,12,8,5
829,20,"Female","Abitur",6,5,4,2,5,4,2,4,2,4,2,1,4,4,4,3,3,-9,-6
832,24,"Female","Abitur",3,3,2,6,3,3,5,7,3,7,4,5,2,1,2,2,0,-15,-17
833,21,"Female","Abitur",5,4,4,2,5,3,2,3,2,2,2,1,3,2,2,3,12,27,15
834,21,"Female","Abitur",2,4,3,2,5,5,4,5,2,5,5,3,3,2,3,3,5,15,-1
835,19,"Female","Abitur",3,2,2,6,4,6,4,3,3,3,1,3,1,1,2,3,8,1,-3
836,22,"Female","Abitur",6,4,3,1,7,5,4,3,1,3,2,1,3,3,1,1,12,28,12
837,29,"Male","Abitur",5,6,4,2,5,7,2,1,2,2,1,1,5,5,2,1,4,-5,-4
839,27,"Male","Other",7,6,5,2,7,4,1,2,2,3,1,1,6,5,2,2,13,1,-2
841,25,"Male","Abitur",6,5,6,2,6,4,2,2,1,2,2,1,5,4,2,2,1,-11,-6
842,24,"Female","Abitur",3,2,2,3,5,6,6,6,6,7,5,3,4,4,6,6,3,-17,-10
843,26,"Male","Abitur",6,6,5,2,6,4,1,3,1,3,2,2,5,3,3,3,10,7,0
844,24,"Female","Abitur",6,4,5,2,6,5,3,2,2,3,2,2,5,5,2,2,11,14,-1
845,22,"Female","Abitur",6,6,5,2,7,3,2,2,1,4,2,2,4,5,3,2,5,-32,-15
847,24,"Female","Abitur",6,7,7,1,7,4,1,1,1,2,1,1,5,5,1,1,11,11,15
850,25,"Female","Abitur",5,4,4,3,6,2,3,4,3,2,2,3,4,3,3,4,9,4,3
851,33,"Male","Abitur",5,3,2,3,5,5,4,6,1,3,1,5,4,3,5,5,1,-20,-8
852,20,"Female","Abitur",6,5,5,2,7,4,2,2,2,3,2,2,4,4,2,3,0,-2,-2
853,23,"Male","Abitur",6,5,5,1,6,4,2,1,1,2,1,2,5,4,2,2,8,-15,-9
854,21,"Female","Abitur",6,5,6,1,6,4,2,2,1,2,2,3,5,4,2,2,10,4,-4
855,24,"Female","Abitur",5,3,2,3,5,4,5,5,2,5,2,4,4,3,2,2,8,13,6
856,23,"Female","Abitur",6,4,2,6,2,5,5,6,3,4,5,3,3,2,3,4,12,-5,-1
857,23,"Male","Abitur",2,5,3,3,5,6,3,3,6,3,6,3,2,2,1,1,8,-31,-15
858,35,"Female","Abitur",5,4,2,3,5,4,4,3,3,3,3,2,4,4,2,2,6,0,-7
859,25,"Female","Abitur",6,3,3,4,3,6,3,5,4,5,2,3,5,3,6,6,5,-30,-11
860,31,"Female","Abitur",6,6,5,2,6,4,1,2,2,1,2,2,6,3,4,4,12,21,12
861,21,"Female","Abitur",6,7,6,2,5,5,1,2,1,3,2,1,6,5,2,2,12,11,5
862,19,"Male","Abitur",6,6,4,1,7,3,1,2,2,4,2,1,3,6,2,3,18,5,-3
863,25,"Female","Abitur",5,4,4,2,6,4,2,4,3,4,3,2,5,4,2,3,13,11,-2
864,21,"Female","Abitur",5,4,3,4,5,3,4,3,2,5,2,4,3,2,4,5,5,2,10
865,26,"Male","Abitur",7,6,4,2,6,4,2,2,2,2,1,4,5,5,3,2,11,29,-4
867,23,"Male","Abitur",6,5,5,1,7,2,2,3,2,2,3,1,5,4,3,3,6,5,10
869,35,"Female","Abitur",5,5,5,2,6,4,2,4,3,4,3,3,4,3,1,2,9,10,-1
870,20,"Male","Abitur",6,4,3,3,7,6,4,3,2,2,3,4,4,3,1,1,9,-2,-5
872,26,"Male","Abitur",6,6,5,1,5,4,2,4,4,3,4,4,5,3,3,1,14,24,0
873,25,"Female","Abitur",6,5,4,2,6,5,4,4,6,5,2,6,5,4,4,4,10,4,4
875,26,"Female","Abitur",7,7,7,1,7,2,1,1,1,1,1,1,7,5,1,1,15,0,-2
877,20,"Male","Abitur",6,6,7,2,6,2,2,4,2,3,1,3,6,3,1,1,17,19,2
878,20,"Male","Abitur",4,6,6,1,7,4,3,6,1,7,1,1,5,4,1,2,6,8,-15
879,34,"Male","Abitur",4,5,4,2,6,5,2,5,4,3,4,2,4,4,1,5,12,23,9
880,20,"Male","Abitur",5,2,2,4,3,5,4,4,2,4,5,2,4,4,3,3,11,-3,1
881,23,"Male","Abitur",5,6,5,2,7,3,2,2,1,3,2,2,4,4,2,3,13,5,-3
882,22,"Female","Abitur",6,3,6,1,6,2,2,2,2,2,2,2,5,6,2,3,8,14,12
883,29,"Male","Abitur",5,5,4,5,7,5,3,4,2,3,3,3,5,4,3,3,11,14,-5
885,26,"Male","Abitur",5,5,4,3,6,3,3,4,3,3,3,2,6,4,3,3,11,9,5
886,24,"Female","Abitur",5,6,5,1,6,4,1,1,1,1,1,1,6,5,1,1,21,31,11
888,20,"Female","Abitur",6,4,5,1,6,3,2,4,2,1,2,1,5,5,3,3,18,18,0
890,34,"Female","Abitur",6,6,4,1,5,4,2,1,1,4,1,2,5,4,2,2,13,16,3
891,24,"Female","Abitur",4,6,5,6,6,2,3,4,3,3,3,4,4,4,2,3,7,-1,0
892,20,"Male","Abitur",7,6,5,2,7,5,2,2,1,5,2,2,6,4,1,1,8,-1,-8
895,26,"Female","Abitur",6,7,6,1,7,1,2,1,1,2,2,1,7,6,1,1,24,32,16
896,22,"Male","Abitur",6,4,5,1,6,4,3,2,1,4,2,3,4,3,1,1,9,13,13
897,30,"Female","Abitur",5,5,5,3,5,2,2,4,5,3,4,1,4,2,4,4,13,-16,-11
898,24,"Male","Abitur",4,5,5,2,5,7,1,1,1,1,3,1,5,2,2,4,6,-15,-4
899,22,"Female","Abitur",6,5,3,2,6,6,2,2,7,1,2,7,5,4,1,2,9,22,6
900,21,"Female","Abitur",7,4,4,1,6,2,1,2,1,1,3,2,3,3,2,3,13,13,17
901,25,"Female","Abitur",6,6,6,2,7,2,3,5,3,1,4,1,3,4,1,1,10,17,21
902,24,"Female","Abitur",6,4,3,2,6,2,3,2,1,2,2,2,5,3,5,4,20,12,-2
903,21,"Female","Abitur",6,5,5,1,6,3,2,3,3,3,3,2,4,3,3,3,13,20,4
904,22,"Male","Abitur",5,3,3,4,6,3,3,3,1,3,2,2,5,5,2,4,8,-8,-2
905,23,"Female","Abitur",5,3,3,2,6,3,4,5,2,5,2,3,3,2,1,1,12,24,10
906,25,"Male","Abitur",6,6,4,2,6,4,3,2,1,2,4,2,4,4,1,1,9,14,-6
908,24,"Female","Abitur",3,3,6,3,6,4,5,3,3,5,2,5,4,3,3,3,9,6,-11
909,20,"Female","Abitur",6,7,6,1,7,6,2,3,1,1,2,2,5,5,1,5,21,41,11
911,23,"Male","Abitur",5,5,3,3,7,6,2,5,3,3,5,3,3,3,3,2,7,-6,0
913,19,"Female","Abitur",5,5,3,2,5,6,4,3,4,5,2,3,5,3,1,2,6,0,-1
914,31,"Male","Abitur",7,7,6,1,7,5,1,1,1,1,1,1,6,6,2,2,18,22,3
915,29,"Female","Abitur",7,7,6,1,7,2,2,2,1,2,2,2,5,6,2,2,6,3,5
916,20,"Male","Abitur",3,6,5,2,7,1,2,2,1,2,1,3,6,4,2,4,11,-2,-9
917,27,"Female","Abitur",3,3,2,3,6,2,3,3,6,7,2,5,2,3,1,1,1,6,0
918,19,"Male","Abitur",6,6,5,1,7,6,2,3,4,4,2,3,3,6,4,7,14,21,3
919,23,NA,"Abitur",6,6,5,2,7,3,3,3,4,3,1,1,6,4,2,1,7,-13,-6
921,24,"Male","Abitur",7,6,5,2,7,2,1,3,2,2,2,2,5,4,2,1,18,17,0
922,21,NA,"Abitur",5,3,5,4,7,4,4,6,4,4,5,3,6,1,2,2,3,-26,-5
925,24,"Female","Abitur",7,6,5,1,6,2,1,1,1,1,1,1,3,3,1,1,18,47,21
926,20,"Male","Abitur",6,6,6,2,7,4,2,1,2,4,1,2,5,5,3,3,4,11,-6
927,23,"Male","Abitur",6,5,4,2,5,4,2,3,4,4,2,5,3,4,1,1,9,12,0
928,19,"Female","Abitur",6,3,3,3,6,1,3,2,1,1,4,3,2,5,3,5,6,-8,-3
929,22,"Female","Abitur",5,3,3,4,6,3,3,3,3,5,3,2,4,3,3,2,12,10,-1
930,21,"Male","Abitur",6,1,1,1,4,1,1,1,1,1,3,1,2,1,7,7,15,22,5
931,25,"Female","Abitur",5,4,4,2,6,5,2,4,1,5,2,2,4,4,1,2,10,18,2
932,21,"Male","Abitur",6,7,5,4,6,3,2,5,2,4,5,3,6,4,2,2,3,-6,-7
933,24,"Male","Abitur",5,5,5,3,6,3,5,3,4,6,3,3,4,4,2,2,3,-19,-21
935,26,"Female","Abitur",6,5,5,2,6,4,1,3,1,1,2,1,5,4,3,3,7,5,1
936,24,"Female","Abitur",6,6,5,4,6,4,1,2,1,1,2,2,4,4,1,1,12,15,16
939,27,"Male","Abitur",7,6,6,4,6,2,3,4,5,1,3,2,4,2,1,1,6,-4,-4
942,20,"Female","Abitur",6,5,5,2,7,4,2,3,1,4,1,2,5,4,2,3,1,-26,-10
943,25,"Female","Abitur",6,5,5,3,6,4,4,3,2,3,4,4,5,4,2,2,7,10,7
944,20,"Female","Abitur",5,4,5,2,6,4,2,4,5,2,2,2,4,3,5,6,8,13,8
946,22,"Male","Abitur",6,5,6,1,6,3,1,1,1,3,1,1,6,4,1,1,6,9,6
948,30,"Female","Abitur",5,4,4,2,5,4,2,4,2,3,2,2,5,4,4,4,12,16,2
949,24,"Female","Abitur",2,2,2,5,5,3,5,5,4,3,4,3,2,1,2,1,11,13,-3
950,23,"Female","Abitur",5,5,5,2,6,4,3,5,2,4,3,3,4,3,2,3,9,-13,-2
951,22,"Male","Abitur",6,6,5,2,7,2,3,5,2,2,2,1,3,3,3,3,8,4,-5
952,27,"Male","Abitur",6,5,4,1,5,5,2,2,1,3,5,2,4,6,1,1,14,2,-2
954,19,"Female","Abitur",6,7,7,2,6,3,1,1,3,2,1,2,7,6,1,1,24,57,24
956,23,"Male","Abitur",4,3,2,3,6,3,4,4,5,4,3,1,4,3,4,3,11,0,-2
957,24,"Male","Abitur",4,5,6,6,7,4,2,3,4,2,4,2,5,3,4,5,9,4,9
958,23,"Female","Abitur",6,5,2,1,3,2,2,1,1,1,1,7,5,3,2,3,7,25,5
960,19,"Female","Abitur",7,7,6,2,6,4,2,2,2,2,3,2,4,4,1,1,8,-5,4
961,22,"Male","Abitur",6,3,4,2,6,5,3,5,2,5,2,3,5,3,3,4,7,-9,-11
963,22,"Female","Abitur",5,6,6,1,6,4,2,2,2,2,1,3,5,4,3,4,7,22,8
965,27,"Male","Abitur",6,6,5,2,7,6,6,4,5,2,4,2,4,5,2,4,9,-15,-7
966,27,"Male","Abitur",5,6,5,2,7,5,2,3,3,2,2,5,4,2,2,4,6,5,-3
967,19,"Male","Abitur",3,3,2,4,4,5,4,5,5,4,5,5,3,1,4,5,3,-15,-13
968,19,"Female","Abitur",6,4,3,4,6,3,2,3,4,3,2,1,5,4,1,1,9,19,-1
970,23,"Male","Abitur",7,5,3,7,7,5,1,5,1,2,3,1,2,2,3,3,7,2,3
971,27,"Male","Abitur",5,2,1,5,5,4,6,6,7,7,6,5,1,1,3,3,2,4,-16
973,27,"Male","Abitur",5,6,5,2,6,4,3,4,5,3,3,2,4,4,2,1,3,3,-3
974,27,"Female","Abitur",5,4,4,5,4,3,2,4,3,4,3,3,2,3,1,3,0,12,1
977,23,"Male","Abitur",7,7,6,1,7,4,2,2,1,3,1,2,6,1,2,1,12,14,4
978,25,"Male","Abitur",5,5,3,2,6,4,3,3,1,4,2,2,6,3,1,1,7,14,4
979,26,"Female","Abitur",6,6,5,2,7,3,2,3,2,5,3,5,5,5,4,3,2,6,1
981,21,"Male","Abitur",6,6,6,2,7,4,2,2,1,2,2,2,3,1,3,2,10,32,3
982,22,"Male","Abitur",6,5,4,2,7,2,2,4,1,2,3,1,5,4,2,2,6,20,-5
983,19,"Male","Abitur",4,6,6,2,7,5,2,3,4,6,2,4,6,1,3,3,1,5,1
984,25,"Female","Abitur",7,7,6,1,5,2,1,1,1,1,1,1,6,6,1,1,21,35,16
985,20,"Female","Abitur",6,5,5,1,7,2,2,2,1,2,1,1,5,4,2,3,16,25,17
989,20,"Male","Abitur",6,4,3,1,7,1,1,3,1,2,2,2,5,4,1,1,15,13,17
993,25,"Female","Abitur",6,2,2,3,2,7,4,1,1,3,2,3,3,4,1,1,9,1,12
994,26,"Female","Abitur",7,6,5,1,7,3,1,2,1,5,2,1,6,6,2,3,9,-11,-13
995,22,"Female","Abitur",5,5,4,2,5,5,3,3,6,4,3,4,3,4,2,5,12,9,-3
996,23,"Female","Abitur",5,4,3,2,4,4,4,3,2,3,3,3,2,1,5,4,4,-5,-3
997,21,"Female","Abitur",6,3,3,5,5,3,4,6,4,3,3,4,3,4,4,3,9,-7,-6
998,24,"Female","Abitur",5,5,3,2,6,6,3,4,3,3,4,2,4,4,3,3,1,-27,-9
999,24,"Female","Abitur",5,6,5,1,6,3,3,3,1,2,2,3,5,5,1,5,9,17,0
1000,27,"Female","Abitur",5,6,5,1,6,5,3,4,2,3,2,3,4,3,4,5,4,-10,-6
1002,27,"Female","Abitur",6,7,5,3,5,2,1,3,1,3,1,1,2,4,2,3,10,12,-1
1004,23,"Female","Abitur",3,5,3,3,5,3,5,3,5,6,5,2,2,2,3,4,4,22,20
1006,23,"Male","Abitur",6,5,5,2,6,3,3,3,1,3,3,1,5,5,1,1,6,19,-6
1007,19,"Female","Abitur",6,3,4,7,6,5,2,3,1,4,3,1,3,3,2,3,10,20,3
1009,37,"Female","Abitur",6,4,5,2,5,2,2,2,2,2,2,2,2,2,2,2,20,32,15
1010,26,"Male","Abitur",6,4,2,2,6,5,3,5,1,6,3,6,4,2,1,1,3,-18,-22
1011,20,"Female","Abitur",6,4,7,1,6,4,3,1,2,6,2,2,5,4,3,4,14,35,16
1012,19,"Female","Abitur",5,3,3,2,5,6,3,5,3,4,3,3,4,3,3,4,6,-1,-8
1013,25,"Male","Abitur",6,6,6,2,6,4,2,4,4,2,4,2,6,6,2,2,13,14,2
1014,20,"Female","Abitur",5,6,5,3,7,5,3,4,3,5,4,5,3,4,4,4,4,-9,-8
1015,27,"Female","Abitur",6,6,5,2,5,2,1,2,5,2,4,2,5,2,1,1,4,-11,-6
1016,28,"Female","Abitur",6,6,5,1,6,5,1,3,1,3,1,2,4,4,1,1,15,-4,-6
1018,23,"Male","Abitur",6,6,6,6,6,4,2,4,2,4,4,6,6,4,2,2,21,16,9
1019,20,"Female","Abitur",6,6,5,2,6,4,3,4,6,4,1,2,4,5,2,3,8,-9,-9
1022,27,"Male","Abitur",6,4,5,2,6,4,3,2,2,4,2,2,5,5,1,2,19,8,11
1023,23,"Female","Abitur",4,2,2,2,6,2,2,2,1,1,1,1,4,3,2,1,9,19,6
1025,21,"Female","Abitur",7,6,5,2,5,4,1,5,1,1,2,1,5,5,2,3,11,15,16
1026,22,"Female","Abitur",2,3,4,7,2,6,6,6,6,6,6,6,2,4,7,6,12,0,-1
1027,27,"Male","Abitur",5,6,5,2,4,3,4,4,2,3,4,2,3,4,2,3,6,8,-6
1028,34,"Male","Abitur",6,2,3,1,7,2,2,3,1,3,1,2,4,4,1,1,7,-14,-17
1029,22,"Male","Abitur",5,6,3,2,7,7,5,4,3,4,4,3,2,2,5,3,10,2,-12
1030,24,"Female","Abitur",6,4,3,3,5,3,2,3,1,4,2,1,5,5,2,3,12,12,5
1031,29,"Female","Abitur",5,2,4,2,7,3,3,3,1,4,4,2,2,2,3,1,2,19,9
1032,21,"Female","Abitur",6,6,6,1,7,2,1,3,2,2,2,1,3,5,1,1,3,11,-2
1035,22,"Male","Abitur",5,5,3,1,5,4,3,3,3,6,2,1,3,3,2,3,17,16,1
1036,21,"Female","Abitur",4,6,5,1,6,5,2,5,4,4,3,2,4,3,2,3,4,-9,-5
1037,25,"Female","Abitur",5,5,3,2,6,5,4,6,1,3,3,2,3,2,1,1,1,-16,-17
1038,24,"Male","Abitur",7,7,7,4,5,3,3,3,4,3,5,2,6,1,1,1,13,-14,-14
1039,23,"Female","Abitur",5,5,3,2,4,3,3,2,6,3,5,2,3,4,3,2,8,5,3
1040,21,"Female","Abitur",6,7,5,2,7,4,3,3,1,3,6,1,6,4,2,2,11,11,1
1041,29,"Female","Abitur",5,5,5,2,6,4,3,5,2,3,3,1,3,1,3,3,4,22,8
1043,23,"Male","Abitur",7,7,7,1,7,1,1,1,2,2,1,1,7,6,1,1,19,23,7
1044,31,"Female","Abitur",6,6,4,4,4,2,4,3,2,3,3,2,5,5,2,2,4,-11,-10
1045,32,"Male","Abitur",7,7,6,1,7,5,1,1,1,1,3,1,2,4,1,1,20,11,0
1048,23,"Male","Abitur",6,7,5,2,7,1,2,2,2,5,3,2,6,5,1,1,17,3,-2
1049,22,"Female","Abitur",6,6,7,1,7,2,2,6,3,2,5,1,6,5,2,5,13,20,11
1050,27,"Male","Abitur",5,5,5,4,5,4,4,4,6,5,3,3,4,4,3,3,8,2,-9
1051,25,"Male","Abitur",6,4,5,4,7,4,3,3,4,5,4,4,4,4,3,3,8,3,-10
1055,23,"Male","Abitur",6,6,5,2,7,4,2,2,2,3,3,2,5,5,1,2,10,12,-1
1056,29,"Female","Abitur",7,6,4,1,6,4,3,1,3,1,2,1,2,3,2,1,10,21,3
1057,19,"Female","Abitur",4,4,3,2,6,4,4,4,3,3,3,4,3,3,2,2,11,4,-2
1058,21,"Female","Abitur",6,6,5,2,6,5,2,3,2,5,3,1,4,3,2,2,6,10,1
1060,20,"Female","Abitur",5,4,4,2,7,2,2,3,2,5,3,2,4,1,1,2,7,-5,-4
