"id","age","sex","education","nfc01","nfc02","nfc03","nfc04","nfc05","nfc06","nfc07","nfc08","nfc09","nfc10","nfc11","nfc12","nfc13","nfc14","nfc15","nfc16","action_orientation","effortful_control","self_control"
1389,30,"Female","Abitur",4,2,2,1,7,6,2,1,1,2,4,3,2,2,2,4,6,9,4
1390,25,"Female","Abitur",5,2,2,2,4,3,6,2,6,2,4,6,3,3,2,2,7,1,-2
1392,21,"Female","Abitur",5,5,3,3,3,2,2,3,2,3,3,2,3,3,1,1,10,14,2
1393,24,"Male","Abitur",7,7,6,1,7,2,1,2,2,2,2,1,7,5,1,1,9,20,15
1395,21,"Male","Abitur",4,2,2,6,2,4,7,7,6,6,7,1,2,1,5,2,17,-8,-12
1396,22,"Female","Abitur",6,6,4,3,7,2,2,2,2,3,1,2,5,2,4,3,11,28,19
1397,27,"Male","Abitur",7,6,6,2,6,3,2,2,1,2,2,1,5,6,1,1,16,20,6
1398,25,"Female","Abitur",6,6,5,2,6,4,2,3,3,3,2,2,4,4,3,2,8,16,7
1399,28,"Male","Abitur",2,2,2,3,4,6,6,6,4,6,4,6,2,2,4,3,8,-5,-10
1400,23,"Female","Abitur",5,4,4,5,6,5,5,6,3,4,5,2,3,3,6,5,11,23,2
1401,23,"Male","Abitur",6,7,5,2,5,4,2,4,3,2,4,1,4,1,2,2,8,10,1
1402,28,"Female","Abitur",5,3,2,2,6,4,4,3,1,3,3,2,5,2,2,2,10,14,2
1403,20,"Male","Abitur",6,7,4,3,6,4,2,5,2,2,5,2,6,4,1,1,14,16,0
1404,19,"Male","Abitur",2,2,2,3,3,6,6,6,5,7,6,5,2,2,5,5,2,-19,-15
1405,23,"Male","Abitur",6,5,3,6,7,4,5,4,2,3,4,6,3,3,3,5,8,9,2
1407,23,"Female","Abitur",6,5,6,1,7,4,1,1,1,4,1,1,5,3,1,3,19,21,9
1408,22,"Male","Abitur",6,5,5,2,6,5,3,3,4,5,6,3,3,5,3,2,13,14,3
1409,24,"Female","Abitur",7,6,5,1,7,4,2,1,1,4,1,1,4,4,1,3,8,18,4
1410,28,"Male","Abitur",7,7,6,1,7,3,1,1,1,1,2,1,6,4,1,1,14,21,9
1411,23,"Male","Abitur",5,4,3,2,6,5,5,7,2,7,5,5,3,5,3,6,8,-4,-14
1412,20,"Male","Abitur",6,6,6,2,7,5,2,4,3,3,3,1,6,2,2,1,3,-2,-11
1413,24,"Female","Abitur",7,2,5,2,6,2,1,1,1,1,1,1,7,7,1,1,16,-2,-4
1415,25,"Female","Abitur",5,3,4,2,5,4,2,5,4,3,2,2,4,4,1,2,9,14,-5
1416,20,"Male","Abitur",6,3,7,1,6,4,3,3,6,4,2,2,3,2,2,3,10,14,4
1417,21,"Male","Abitur",3,3,2,2,3,6,6,6,5,3,6,5,2,2,2,1,7,-6,-8
1418,28,"Female","Abitur",7,6,7,2,6,6,3,3,1,5,6,3,5,4,1,1,8,26,0
1423,20,"Female","Other",7,5,7,2,7,4,2,6,1,3,2,5,6,4,2,2,9,6,-9
1424,26,"Male","Abitur",7,6,4,2,6,4,2,3,1,2,1,1,6,6,1,1,14,-4,-13
1425,25,"Male","Abitur",6,4,5,4,3,5,4,5,3,5,4,4,4,3,5,5,7,7,-1
1426,20,"Male","Abitur",6,4,4,1,7,5,2,2,1,2,1,2,5,4,2,1,7,5,3
1427,26,"Male","Abitur",6,4,4,7,5,5,3,3,2,3,2,6,5,3,1,1,5,-12,-10
1429,22,"Female","Abitur",4,5,5,3,5,4,5,4,3,3,3,3,2,2,3,2,12,2,0
1430,27,"Male","Abitur",2,2,1,6,4,6,7,2,4,2,3,2,1,1,5,7,5,-23,-10
1431,27,"Male","Abitur",3,6,2,1,6,5,2,5,4,3,3,3,2,4,1,3,14,-6,-5
1432,21,"Female","Abitur",4,5,5,4,3,6,4,3,1,2,1,1,1,1,7,7,5,-40,-16
1433,24,"Female","Abitur",6,6,6,2,7,4,3,3,2,3,3,2,5,6,2,2,6,19,9
1434,29,"Female","Abitur",6,6,4,4,6,4,4,4,2,1,3,5,2,2,1,1,8,11,5
1435,27,"Female","Abitur",3,5,2,2,7,5,1,3,1,4,2,2,4,3,1,3,3,7,-6
1436,22,"Male","Abitur",7,7,6,4,5,5,2,2,7,2,1,1,6,6,2,2,12,4,11
1438,21,"Female","Abitur",4,6,5,2,5,5,2,2,2,2,2,2,4,3,2,1,4,-18,-6
1439,21,"Male","Abitur",1,2,4,6,4,3,5,5,6,5,4,5,2,3,4,4,8,-13,-3
1440,24,"Female","Abitur",3,3,3,5,5,3,5,5,3,5,5,5,2,2,5,6,8,13,5
1441,24,"Male","Abitur",6,6,6,2,7,4,2,2,1,2,1,1,6,5,1,1,4,-3,-5
1442,23,"Female","Abitur",6,6,6,1,7,3,1,1,1,1,2,1,5,2,3,3,11,20,16
1447,25,"Female","Abitur",5,3,4,3,5,6,4,5,4,5,4,4,3,3,7,7,12,4,-6
1448,21,"Female","Abitur",3,3,3,5,5,5,6,5,3,5,5,4,4,3,3,2,10,-5,-1
1449,24,"Female","Abitur",5,3,3,4,7,3,2,5,3,2,4,3,5,2,1,6,3,-18,-16
1450,26,"Female","Abitur",3,5,4,2,6,3,3,1,1,5,1,5,3,3,1,3,0,-24,-11
1452,26,"Male","Abitur",5,4,3,2,5,5,4,5,2,4,3,2,4,2,3,3,9,4,-12
1453,24,"Male","Abitur",6,4,3,1,4,4,4,7,4,4,1,4,4,2,2,4,12,0,-10
1455,21,"Male","Abitur",5,6,5,6,6,5,3,4,2,6,3,5,5,2,1,1,3,-7,-4
1457,30,"Female","Abitur",6,4,2,5,5,6,3,4,3,3,3,3,2,2,1,2,3,-4,-5
1458,23,"Male","Abitur",7,6,6,1,7,2,1,2,1,1,1,1,6,4,1,1,11,3,-4
1459,23,"Male","Abitur",7,3,4,2,7,5,2,2,1,3,3,2,2,1,1,1,12,12,-5
1461,29,"Female","Abitur",7,7,5,1,7,4,1,1,1,1,1,1,7,4,1,1,17,8,4
1462,26,"Male","Abitur",6,4,4,1,7,2,2,2,1,2,2,1,6,3,1,3,9,6,-3
1463,19,"Male","Abitur",4,5,5,4,6,2,3,5,5,4,5,5,4,4,1,2,6,-2,-3
1465,26,"Male","Abitur",4,5,5,4,3,6,5,6,6,5,5,4,2,6,3,2,8,0,-1
1466,29,"Female","Abitur",3,2,2,6,3,7,6,7,7,5,5,6,2,2,6,5,7,6,-7
1467,27,"Male","Abitur",7,6,5,1,7,5,2,4,2,3,3,2,5,4,1,3,15,4,-4
1469,20,"Male","Abitur",7,4,5,2,4,2,2,2,7,2,2,5,6,5,1,2,12,11,-1
1470,25,"Male","Abitur",6,6,2,1,7,4,2,3,1,2,2,1,4,4,2,2,10,-2,-10
1471,31,"Male","Abitur",6,6,5,2,3,5,2,2,2,2,3,2,6,6,2,2,7,4,-6
1472,25,"Female","Abitur",5,4,5,3,6,2,3,5,1,4,2,4,2,4,2,3,10,-12,3
1473,23,"Male","Abitur",5,2,2,1,4,3,3,5,3,2,6,1,2,1,4,3,17,27,5
1474,24,"Female","Abitur",6,6,6,2,7,3,2,3,2,3,3,4,5,5,2,2,5,9,3
1475,29,"Male","Abitur",5,5,3,2,6,4,4,3,5,3,3,3,3,4,3,2,2,0,-9
1479,26,"Male","Abitur",6,5,3,2,7,5,3,4,2,3,3,2,4,3,4,3,18,12,4
1481,29,"Male","Abitur",6,7,6,2,7,2,3,1,1,2,1,2,6,6,6,6,11,12,5
1482,25,"Male","Abitur",7,6,4,2,6,3,2,2,1,2,3,3,4,4,2,2,12,-9,-8
1483,25,"Female","Abitur",6,6,5,2,6,4,2,3,1,2,2,1,6,4,1,1,13,22,7
1484,29,"Female","Abitur",5,2,5,3,4,2,2,4,1,6,2,1,4,1,3,4,8,14,10
1485,23,"Female","Abitur",6,5,4,2,6,4,3,5,4,3,2,2,4,3,2,2,2,-30,-10
1487,24,"Male","Abitur",5,5,5,2,5,4,2,4,3,3,1,4,4,3,2,3,18,18,7
1488,31,"Male","Abitur",6,4,3,1,7,2,2,3,2,2,2,2,5,4,2,1,10,27,8
1491,24,"Female","Abitur",2,2,3,6,5,6,7,6,5,6,7,1,2,1,2,2,2,-21,-2
1492,23,"Female","Abitur",4,5,3,4,5,3,4,5,5,5,4,5,3,3,2,4,2,-20,-15
1493,26,"Female","Abitur",6,4,3,6,5,7,5,6,4,2,4,5,3,2,3,2,2,1,1
1494,24,"Female","Abitur",5,6,5,2,6,5,2,5,2,3,5,1,3,3,2,2,5,-4,-1
1495,NA,"Female","Abitur",6,7,7,1,1,2,1,2,1,1,1,1,3,2,5,5,12,10,10
1496,25,"Male","Abitur",4,5,2,1,6,2,2,4,7,2,3,1,4,3,1,2,6,16,0
1497,21,"Female","Abitur",2,2,1,6,7,6,6,7,6,7,6,5,3,1,4,4,8,0,19
1499,24,"Female","Abitur",4,5,3,4,5,4,3,4,3,3,5,3,3,2,1,1,5,-2,-3
1500,23,"Female","Abitur",7,6,5,1,7,5,2,1,1,3,1,2,6,6,1,2,11,13,-5
1501,37,"Female","Abitur",6,4,5,4,7,6,2,2,2,3,2,6,6,5,2,3,10,1,1
1502,26,"Female","Abitur",5,5,5,2,4,4,2,4,4,4,4,3,3,4,3,3,4,14,11
1504,18,"Female","Abitur",6,6,5,2,5,7,4,4,2,4,2,2,4,5,3,3,6,5,-12
1505,24,"Male","Abitur",6,6,7,1,7,2,4,5,2,2,4,2,3,4,1,1,11,18,-2
1507,23,"Female","Abitur",6,4,4,3,6,7,5,5,3,5,4,2,2,1,4,5,5,-3,-4
1508,22,"Female","Abitur",4,3,4,2,7,2,2,6,2,4,5,2,4,2,1,2,8,11,9
1509,23,"Female","Abitur",6,6,5,1,6,2,2,5,1,2,2,1,5,4,2,1,6,-7,-11
1510,24,"Male","Abitur",6,5,6,1,7,2,3,2,2,4,6,2,5,4,1,1,13,16,9
1511,32,"Female","Abitur",6,6,4,1,6,3,2,4,2,2,3,1,4,2,3,1,14,33,14
1512,22,"Female","Abitur",4,3,3,4,4,3,3,4,4,3,4,3,3,3,3,3,2,-3,-10
1513,22,"Female","Other",3,6,6,1,7,7,1,4,5,5,4,4,1,1,5,5,2,5,-1
1515,20,"Female","Abitur",7,6,7,2,5,3,3,4,2,2,2,2,4,1,2,3,12,22,20
1516,25,"Female","Abitur",6,6,4,1,7,5,2,2,1,3,1,2,5,4,1,2,11,-6,3
1518,24,"Male","Abitur",1,1,2,7,1,6,6,7,7,7,7,7,2,2,7,7,15,17,13
1519,22,"Female","Abitur",4,5,5,3,5,4,2,3,3,4,5,3,5,5,5,5,9,26,10
1521,24,"Male","Abitur",6,6,5,2,7,3,1,2,2,4,2,1,7,6,1,1,7,11,-3
1522,28,"Male","Abitur",7,5,6,1,7,4,1,2,5,1,2,1,6,1,2,2,12,7,-14
1523,31,"Male","Abitur",6,5,5,2,6,4,2,2,2,2,2,2,5,4,2,2,5,5,-9
1524,25,"Male","Abitur",6,6,5,2,6,4,3,2,2,2,2,1,4,3,2,2,16,18,0
1525,23,"Male","Abitur",6,7,5,1,5,1,2,2,1,4,2,2,5,4,2,2,14,3,-1
1527,23,"Female","Abitur",7,4,5,2,6,3,2,3,1,1,1,1,7,6,1,1,14,3,-4
1528,32,"Male","Abitur",5,4,4,2,5,4,3,4,5,3,4,3,2,3,2,4,17,10,0
1529,26,"Female","Abitur",5,4,2,5,6,4,4,7,5,6,3,5,4,2,2,2,10,5,-9
1532,NA,"Male","Abitur",5,5,4,1,1,4,1,1,1,1,1,1,2,2,1,1,11,33,5
1534,28,"Female","Abitur",6,5,4,2,6,4,3,3,3,3,3,2,4,5,1,1,9,8,7
1535,22,"Male","Abitur",6,5,1,1,7,4,1,1,1,6,1,4,4,2,2,3,4,-11,-9
1536,26,"Male","Abitur",6,7,4,3,5,4,2,4,2,3,2,2,5,5,3,2,13,8,0
1539,24,"Male","Abitur",6,6,4,2,7,5,2,4,5,3,5,1,2,1,1,5,4,10,6
1541,25,"Male","Abitur",6,6,5,2,6,5,2,4,2,3,4,3,4,3,1,1,12,13,-3
1542,24,"Female","Abitur",6,5,5,2,7,3,2,1,2,5,1,1,6,4,3,4,7,-8,-4
1544,22,"Female","Abitur",6,4,5,2,6,2,3,3,2,4,3,5,2,2,1,3,4,28,13
1545,22,"Male","Abitur",6,2,6,1,7,2,2,2,1,2,1,2,4,4,2,2,10,26,14
1546,22,"Male","Abitur",6,3,5,1,7,5,2,4,1,3,1,5,3,4,2,2,10,8,-8
1548,23,"Female","Abitur",6,5,6,7,7,4,2,3,2,7,2,2,1,3,1,1,6,-16,-15
1549,26,"Female","Abitur",6,5,5,1,6,7,4,3,2,5,4,1,5,4,2,3,14,15,7
1551,21,"Female","Abitur",5,5,4,2,5,6,4,5,5,3,4,4,4,5,2,2,4,-28,-16
1552,19,"Female","Other",7,4,5,3,7,6,4,3,4,2,2,2,7,6,2,3,16,7,-2
1553,20,"Male","Abitur",6,6,5,2,6,3,2,2,2,2,2,1,5,3,2,2,1,13,11
1554,29,"Female","Abitur",6,3,3,4,3,6,3,5,6,3,4,2,5,2,3,5,10,7,-1
1555,21,"Male","Abitur",7,7,7,1,7,2,1,1,2,1,4,1,3,1,1,2,19,14,7
1558,23,"Female","Abitur",6,4,3,6,7,2,3,4,3,4,5,3,3,3,1,4,9,18,1
1559,26,"Female","Abitur",6,5,6,3,6,5,2,4,1,2,3,2,3,3,3,4,14,4,16
1560,28,"Male","Abitur",7,5,5,2,7,3,2,3,2,2,3,1,5,6,1,2,13,13,-3
1561,24,"Male","Abitur",6,6,3,3,4,6,4,6,1,3,3,5,3,2,5,5,8,-7,-10
1562,19,"Female","Abitur",6,5,4,5,5,4,4,3,1,2,3,1,4,4,4,2,7,2,10
1563,24,"Male","Abitur",4,2,4,3,3,2,4,7,1,2,5,3,1,1,5,5,6,-6,5
1564,24,"Female","Abitur",5,5,3,3,5,3,4,6,3,5,3,3,3,5,1,1,5,3,-6
1565,20,"Female","Abitur",5,6,4,4,4,7,4,3,5,4,3,3,2,2,2,2,8,0,0
1567,25,"Male","Abitur",5,5,4,3,6,3,3,2,3,4,2,4,4,4,2,3,11,-8,-14
1568,24,"Female","Abitur",7,4,3,1,5,2,1,3,1,3,1,1,3,4,2,2,15,32,15
1571,24,"Female","Abitur",5,4,5,1,5,4,2,3,1,3,1,3,4,4,3,4,4,7,2
1572,26,"Female","Abitur",5,3,4,3,3,5,5,6,3,3,3,3,2,2,3,3,9,-15,-13
1574,27,"Female","Abitur",3,3,2,5,3,5,4,5,1,5,4,3,2,3,4,3,3,-9,-3
1575,22,"Female","Abitur",6,7,4,2,7,5,1,1,4,1,2,1,4,6,1,2,13,21,5
1576,28,"Male","Abitur",6,6,5,2,6,2,2,3,4,2,2,3,4,3,4,3,0,-3,-2
1577,27,"Male","Abitur",7,6,6,5,5,3,2,1,1,4,1,5,3,1,1,1,5,-12,-5
1580,28,"Male","Abitur",7,6,6,2,6,3,2,2,3,2,2,2,6,7,3,3,20,36,10
1582,26,"Female","Abitur",5,4,3,4,6,5,4,5,3,4,3,2,3,3,3,3,11,-7,-4
1583,20,"Female","Abitur",5,2,2,2,5,2,1,5,3,2,4,2,3,3,1,1,4,-1,-4
1584,39,"Male","Abitur",6,6,5,5,6,3,2,4,4,6,2,5,6,5,2,1,18,24,12
1585,27,"Male","Abitur",6,3,2,1,7,4,3,2,1,2,3,1,5,4,2,2,17,25,-2
1586,24,"Male","Abitur",5,5,5,2,6,4,2,2,2,2,3,2,3,3,2,2,9,-6,-8
1589,22,"Female","Abitur",7,5,6,2,7,3,2,1,4,1,1,1,7,7,1,3,21,25,17
1590,35,"Female","Abitur",3,3,3,4,6,3,3,5,3,5,4,4,2,2,2,2,3,10,11
1592,30,"Male","Abitur",6,5,6,4,6,2,2,6,3,2,2,1,6,4,3,2,20,12,2
1593,28,"Female","Abitur",7,6,6,2,6,4,2,3,3,3,3,3,5,3,3,3,13,14,-3
1594,26,"Female","Abitur",5,5,5,2,6,3,2,3,3,3,4,3,4,3,3,5,13,13,6
1596,25,"Female","Abitur",5,4,4,5,3,3,5,6,6,6,6,4,3,3,2,3,6,-6,-18
1598,23,"Female","Abitur",6,6,5,3,6,3,3,3,1,3,1,4,4,6,1,3,3,-4,-3
1599,24,"Male","Abitur",6,5,4,3,5,5,3,5,3,5,3,2,6,3,3,3,6,5,-2
1600,33,"Female","Abitur",7,6,5,1,7,1,2,2,1,1,1,1,5,5,1,1,17,35,14
1601,22,"Female","Abitur",6,6,6,2,6,4,5,4,4,4,3,4,4,4,1,3,4,-6,-3
1605,23,"Female","Abitur",3,4,6,1,4,3,2,4,2,2,2,1,4,3,3,2,12,4,6
1606,24,"Female","Abitur",6,6,6,3,7,3,2,2,1,1,2,1,5,4,2,2,8,33,18
1611,23,"Female","Abitur",6,6,6,2,7,4,2,3,2,2,2,1,4,4,2,2,16,5,3
1612,27,"Male","Abitur",6,4,2,4,6,4,4,5,5,3,3,5,3,4,2,2,17,6,7
1613,25,"Female","Abitur",7,6,6,1,6,3,2,5,2,6,6,5,3,1,1,3,5,13,11
1614,25,"Female","Abitur",6,6,5,2,6,5,5,5,6,6,5,6,5,4,2,4,4,-8,-12
1616,22,"Female","Abitur",6,5,4,3,6,5,3,4,4,3,3,2,4,1,3,4,8,11,3
1617,21,"Female","Abitur",5,6,5,1,7,5,3,4,2,2,2,2,4,3,2,3,6,0,0
1618,23,"Male","Abitur",6,3,4,3,6,4,2,2,4,2,3,3,2,4,1,2,4,0,4
1620,24,"Female","Abitur",3,3,2,1,6,2,5,4,5,5,5,3,2,2,2,2,1,-12,-13
1621,24,"Female","Abitur",6,6,4,2,6,2,2,3,1,5,4,1,3,2,2,2,16,24,6
1623,31,"Female","Abitur",5,3,5,6,3,2,4,4,3,5,2,3,6,6,7,4,15,21,2
1624,26,"Female","Abitur",3,4,3,4,6,3,5,3,4,3,6,4,3,5,4,3,12,7,-2
1626,22,"Female","Abitur",6,5,5,3,7,3,3,3,5,5,2,3,4,2,3,3,8,-9,-9
1627,22,"Female","Abitur",4,3,3,4,6,4,3,7,5,5,6,4,1,1,3,6,7,15,6
1628,19,"Female","Abitur",5,3,6,2,5,4,3,6,2,2,7,1,3,3,4,6,8,-4,-5
1630,27,"Female","Abitur",6,7,6,1,7,2,1,1,1,7,1,1,7,7,2,2,19,21,16
1631,29,"Female","Abitur",6,5,4,1,6,5,1,2,1,2,1,1,5,6,1,1,9,1,-4
1633,20,"Female","Abitur",5,6,6,1,7,5,4,3,3,5,2,3,3,2,2,2,5,-13,-5
1634,25,"Male","Abitur",6,6,6,3,5,4,2,4,4,3,2,2,5,3,4,5,12,15,7
1635,23,"Female","Abitur",4,3,3,4,5,3,3,3,2,3,3,5,2,3,2,2,5,4,-3
1636,28,"Female","Abitur",6,6,5,2,5,2,3,3,1,1,1,1,5,2,2,2,14,13,7
1638,23,"Male","Abitur",5,4,5,1,6,4,3,4,2,4,3,3,4,3,2,2,11,13,3
1639,25,"Female","Abitur",5,6,4,3,6,3,3,3,3,3,3,1,4,5,2,5,8,-11,-11
1640,25,"Female","Abitur",6,4,3,1,7,4,1,3,1,1,1,1,4,4,1,4,9,35,5
1641,24,"Male","Abitur",7,6,4,2,7,4,2,3,1,3,2,2,3,3,1,1,15,16,3
1644,25,"Female","Abitur",6,4,2,2,5,4,2,6,4,4,1,1,5,5,1,1,15,21,8
1647,24,"Male","Abitur",5,3,4,2,6,6,3,6,4,5,5,3,2,3,5,6,11,3,0
1648,22,"Male","Abitur",6,7,5,2,7,4,1,2,1,1,2,1,5,4,3,2,12,28,9
1649,36,"Female","Abitur",6,5,5,2,6,4,3,3,1,2,2,2,4,4,1,1,2,-4,1
1650,26,"Female","Abitur",5,4,3,2,6,3,4,5,7,3,2,1,2,1,1,1,3,-11,3
1651,25,"Female","Abitur",6,5,4,3,6,4,5,4,1,3,3,4,3,4,1,2,10,3,-5
1654,21,"Female","Abitur",3,5,4,3,5,3,3,6,3,3,3,3,4,4,5,6,9,8,2
1656,19,"Male","Abitur",7,7,6,1,7,6,2,1,2,5,2,5,7,6,1,4,9,-1,-5
1657,18,"Male","Abitur",6,2,2,3,5,7,5,6,2,5,2,3,4,2,2,1,11,-3,-9
1658,26,"Female","Abitur",5,5,4,5,6,4,3,4,1,2,2,1,3,2,1,2,4,-15,-11
1660,30,"Female","Abitur",5,7,5,2,7,2,3,2,2,6,2,2,6,4,1,2,3,-3,-5
1661,25,"Female","Abitur",6,5,4,4,5,6,4,5,2,6,2,2,4,3,2,2,9,12,-1
1662,22,"Female","Abitur",4,3,3,4,5,3,5,4,4,4,4,3,3,3,3,4,7,-12,-7
1665,24,"Female","Abitur",5,6,6,1,6,1,1,5,4,5,2,2,5,5,3,4,11,15,6
1667,28,"Female","Abitur",6,2,5,1,5,2,2,6,1,5,6,1,7,2,5,7,15,9,3
1668,24,"Female","Abitur",7,7,6,6,7,5,6,2,2,2,2,1,5,4,1,3,9,5,2
1671,27,"Male","Abitur",6,6,5,1,5,2,2,6,5,6,3,1,5,3,1,1,2,-10,-6
1672,22,"Female","Abitur",6,5,4,4,7,5,4,4,2,2,3,2,2,4,5,5,12,10,1
1673,25,"Female","Abitur",2,1,4,3,5,2,3,3,2,6,4,3,2,1,4,4,9,1,2
1674,27,"Female","Abitur",6,6,5,2,6,2,2,3,3,3,1,2,5,4,1,2,4,-14,-7
1677,21,"Female","Abitur",6,6,5,2,7,4,2,3,2,3,2,2,3,2,2,3,9,25,9
1678,21,"Female","Abitur",5,5,6,2,5,2,3,5,2,2,3,1,3,3,1,1,11,14,-3
1679,26,"Female","Abitur",6,5,4,3,4,3,3,4,4,5,3,3,4,3,2,2,7,-2,3
1680,24,"Female","Abitur",5,5,4,2,6,4,1,1,2,2,1,2,5,5,2,1,3,13,-4
1681,32,"Male","Secondary",7,7,5,6,7,2,2,2,1,1,1,2,4,4,1,1,7,6,-5
1682,26,"Male","Abitur",7,5,5,3,7,6,3,5,2,3,3,5,5,3,1,2,7,7,3
1684,38,"Male","Other",7,7,6,1,6,2,1,1,1,4,1,1,6,4,1,1,6,-22,2
1686,23,"Female","Abitur",6,6,6,2,6,4,3,2,2,3,2,2,5,2,1,1,19,34,16
1687,22,"Male","Abitur",5,2,4,1,4,5,2,2,1,2,3,1,5,4,2,1,6,9,1
1689,23,"Female","Abitur",5,4,4,4,4,4,3,2,2,3,2,2,4,4,2,2,10,6,0
1690,20,"Female","Abitur",6,5,5,4,7,5,3,3,4,3,3,3,2,2,3,4,14,18,10
1691,23,"Female","Abitur",7,6,5,3,7,2,2,2,2,3,1,3,2,3,1,1,2,-1,-3
1692,28,"Male","Abitur",7,5,1,4,7,6,1,1,1,2,1,3,6,4,1,1,12,-18,-11
1696,25,"Male","Abitur",7,6,6,1,7,4,2,2,1,2,1,5,4,5,1,1,15,5,-6
1699,18,"Female","Abitur",5,6,5,1,7,3,1,2,1,2,1,1,5,6,2,3,8,-19,-17
1702,25,"Male","Abitur",5,6,4,1,6,6,2,4,1,4,2,2,4,2,1,2,12,-1,-1
1703,27,"Female","Abitur",5,7,6,1,5,2,1,2,1,2,1,1,5,5,1,2,11,16,2
1704,27,"Female","Abitur",5,5,3,3,5,5,3,4,2,3,2,2,4,3,2,2,3,-7,-4
1705,22,"Female","Abitur",5,6,4,1,7,5,1,1,1,2,2,1,5,3,1,2,17,29,9
1706,30,"Male","Abitur",5,3,5,3,5,1,3,3,4,3,3,3,2,2,3,2,4,-13,-11
1707,21,"Female","Abitur",5,6,6,6,7,5,2,1,1,5,2,1,2,3,2,2,14,6,-1
1708,35,"Female","Abitur",6,2,4,2,5,2,3,6,5,4,5,3,3,3,2,2,11,-13,-5
1710,25,"Male","Abitur",5,4,2,3,4,3,4,5,5,4,3,5,4,3,5,6,7,-1,-3
1711,19,"Female","Abitur",5,6,5,2,6,2,2,5,2,4,5,4,5,3,2,4,4,-1,-2
1712,28,"Female","Abitur",4,5,5,3,6,6,3,3,2,7,2,3,2,1,1,2,6,-21,-17
1714,24,"Male","Abitur",6,6,5,2,6,2,2,4,1,6,3,4,5,6,2,2,9,-2,-6
1715,25,"Male","Abitur",7,5,4,3,6,3,3,4,4,3,2,2,4,3,2,3,15,28,17
1719,23,"Female","Abitur",4,4,5,3,6,5,3,3,4,3,3,1,4,4,2,2,10,11,6
1720,24,"Male","Abitur",5,6,3,1,6,2,2,4,3,4,3,2,5,2,1,3,9,-3,1
1721,23,"Female","Abitur",6,5,7,3,7,5,6,3,4,6,5,3,2,2,1,2,5,-1,0
1722,27,"Male","Abitur",5,5,4,5,5,6,2,5,2,3,2,4,5,4,3,4,14,16,0
1723,24,"Female","Abitur",4,3,2,2,7,6,5,5,4,5,5,5,3,2,1,5,10,-16,-17
1724,24,"Female","Abitur",6,5,3,2,7,3,3,5,1,2,2,1,4,2,1,1,15,28,10
1726,20,"Female","Abitur",7,5,6,1,7,2,1,1,1,2,1,1,6,7,1,1,14,13,4
1727,24,"Male","Abitur",6,3,4,5,6,4,2,6,2,2,2,3,5,3,2,2,10,13,6
1729,28,"Male","Abitur",7,6,6,2,7,6,1,1,1,3,1,3,7,7,1,3,12,-6,-8
1730,22,"Female","Abitur",5,5,5,4,5,4,3,3,1,4,1,4,4,4,3,2,10,1,4
1733,25,"Male","Abitur",5,6,5,2,5,7,2,6,1,6,2,2,3,6,1,1,15,-3,-14
1735,25,"Female","Abitur",4,2,1,7,4,3,4,5,4,3,5,5,2,1,3,3,11,-2,-9
